,index,local_e,adsorbate_e,slab_e,effective_coord,center_coord,sites,band_gap,formation_eng,density,space_group_no,Miller_index,Sum_atomic_adsorbate,num_adsorbates,mean_atomic_bulk,Eads
4127,938002,1.627556265140298,2.465,1.8171428571428567,0.0,0.0,0.0,2.2919,-1.1193602248475982,2.233918706132584,114.0,210.0,18.0,6.0,14.0,-1.6402569400000289
4129,675862,2.4899264290803576,2.27,2.496,0.0,0.0,0.0,0.0,-0.7734104646875011,5.6932190845009245,11.0,101.0,10.0,5.0,26.39999961853028,-2.8151935699999626
4137,151599,2.5117722062804875,2.2,2.608,0.0,0.0,0.0,1.4018000000000002,-0.9090301153125004,4.002542522245485,36.0,11.0,1.0,1.0,33.0,0.925084389999995
4138,1462322,2.119629581810096,2.8200000000000003,2.12,5.0,1.0,1.0,0.2847000000000008,-0.4061187633333389,8.53132679029429,58.0,211.0,9.0,2.0,49.33333206176758,0.3532847299999986
4150,1593440,2.133124784279687,2.518,2.133488372093024,0.0,0.0,0.0,0.6992000000000003,0.0111161587499992,5.802506753993863,11.0,212.0,17.0,5.0,44.400001525878906,-0.8813508100000718
4152,1462374,1.5807171707587235,2.2,1.6142857142857143,8.5,2.0,2.0,0.0,-0.4373300005555557,11.734523715364956,193.0,211.0,1.0,1.0,62.22222137451172,-0.4936397900000315
4194,2117991,2.055266169127276,2.518,2.088,0.0,0.0,0.0,0.0,-0.3561565484375014,5.689152942585251,58.0,11.0,17.0,5.0,44.0,-0.4795944399999712
4197,1593713,2.128658591952659,2.2875,2.132,0.0,0.0,0.0,0.2069000000000009,-0.4030548991071399,7.4774987049908015,62.0,122.0,9.0,4.0,30.0,0.1385531600000149
4204,1200564,1.3268193884154107,2.2875,1.446,0.0,0.0,0.0,0.4594,-1.210426868988094,3.4512427329684088,189.0,111.0,9.0,4.0,26.5,-1.0990103500000146
4230,676455,1.8100000000000025,2.8200000000000003,1.81,0.0,0.0,0.0,0.0,0.0887456786363623,6.363182838061868,166.0,208.0,9.0,2.0,31.0,0.0572477400000082
4237,1725057,2.089192548447786,2.2875,2.1133333333333333,4.0,1.0,1.0,0.0,-0.4541721918750004,4.849095401441955,205.0,100.0,9.0,4.0,19.66666603088379,-0.9771924300000024
4238,1987205,1.7558671553273009,2.5975,1.773888888888889,0.0,0.0,0.0,0.0,-0.5314029658823509,7.129181968788288,12.0,112.0,16.0,4.0,27.823530197143555,-0.7724862899999607
4247,2380480,2.253357463286795,2.55,2.2742857142857145,1.5,2.0,2.0,0.5353000000000003,-0.4847881541666652,6.992709640165616,166.0,111.0,6.0,1.0,40.5,1.504484149999996
4252,2118364,1.9288695123214807,2.518,1.975,6.0,1.0,1.0,0.0,-0.8817131900000028,13.124384527143182,221.0,221.0,17.0,5.0,52.5,-0.7582874700000275
4254,545516,1.4804647539463742,2.6133333333333333,1.496,6.0,1.0,1.0,0.0,-0.5798780573437359,5.515182985823684,38.0,201.0,10.0,3.0,30.6875,-0.8203768299999865
4263,1987384,1.4877021154777574,2.518,1.5045454545454546,0.0,0.0,0.0,0.0,-0.6182837610000007,6.8866902031973325,127.0,211.0,17.0,5.0,36.400001525878906,-2.395536179999993
4273,676723,2.091555687026555,2.2875,2.1463636363636365,2.0,1.0,1.0,2.6294,-1.0980578876785705,3.0888897639451467,62.0,210.0,9.0,4.0,17.14285659790039,-0.1431802999999831
4282,1856420,2.238953177213938,2.6133333333333333,2.24,0.0,0.0,0.0,0.0,0.0113384749999987,14.075331812675376,139.0,210.0,10.0,3.0,53.0,-0.1021828199999959
4285,1725365,2.203592565207742,2.5975,2.204,0.0,0.0,0.0,0.0,-0.4987421518749997,7.0863476131001,204.0,210.0,16.0,4.0,36.0,0.5430092400000035
4301,1725441,1.9211447125267425,2.6133333333333333,2.0073333333333334,0.0,0.0,0.0,0.6557000000000004,-0.122514223630952,2.365134901431856,11.0,118.0,10.0,3.0,16.83333396911621,0.8260985400000891
4308,1594395,2.0637535027302287,2.5975,2.0764285714285715,0.0,0.0,0.0,0.0,-0.2641651193809523,3.9397606176562094,15.0,120.0,16.0,4.0,16.799999237060547,0.4246301700000003
4340,1987745,1.936899006798364,2.2875,1.962,7.0,1.0,1.0,0.0,-0.6565809620833329,9.824847568323968,225.0,221.0,9.0,4.0,40.5,-2.5248113900000817
4348,1332438,1.5915490112347943,2.2875,1.6461538461538463,5.0,1.0,1.0,0.0,-0.5318465066666676,13.39443157549858,139.0,221.0,9.0,4.0,63.33333206176758,-1.718760009999983
4357,1332479,1.605973713582822,2.27,1.81375,0.0,0.0,0.0,0.8458000000000001,-1.079466821837502,4.190073255187325,71.0,121.0,10.0,5.0,30.39999961853028,-2.0708205600000014
4367,1987908,1.7097976321177686,2.316666666666667,1.7275,7.5,2.0,2.0,0.0,-0.2193067016666665,8.487243337267126,225.0,210.0,8.0,3.0,36.75,-0.9968257100000528
4391,1463751,2.0999999999999988,2.518,2.1,0.0,0.0,0.0,0.0,0.0540954533333355,6.802912272045447,166.0,209.0,17.0,5.0,52.0,-0.2935556799999972
4404,808419,1.171176647619078,2.518,1.2266666666666666,0.0,0.0,0.0,0.0,-0.3345749474999993,4.089611585496235,140.0,111.0,17.0,5.0,42.125,-1.1385715199999993
4413,1070622,2.1616198956862105,2.5975,2.1744444444444446,5.0,2.0,2.0,0.0,-0.2483991427232175,11.425701034795289,123.0,211.0,16.0,4.0,49.28571319580078,-0.5443763000000104
4422,677439,1.899999999999996,2.5975,1.9,5.0,1.0,1.0,0.0,-0.0086024590370372,7.587918869967147,164.0,111.0,16.0,4.0,25.66666603088379,0.0294826300000181
4431,1070728,2.0489714460456927,2.8200000000000003,2.072857142857143,3.0,1.0,1.0,0.0,-0.4616564214062517,4.6576177857701815,156.0,211.0,9.0,2.0,32.0,0.1433462300000059
4436,1201816,1.6333136699932769,2.2875,1.65,0.0,0.0,0.0,0.0,-0.6190171383333336,7.212641187046882,65.0,121.0,9.0,4.0,34.0,-1.80714347999998
4467,1857355,2.059026897374279,2.316666666666667,2.1,2.0,2.0,2.0,1.7139000000000006,-0.8057882839814828,5.387469722172845,12.0,1.0,8.0,3.0,34.22222137451172,-0.9067613100000074
4481,677769,1.6625626910221645,2.316666666666667,1.8547058823529408,0.0,0.0,0.0,2.6345,-1.0857032533169122,2.127160252555637,12.0,121.0,8.0,3.0,14.166666984558104,0.2577961800000139
4534,1202294,1.5597227594275689,2.465,1.7175,0.0,0.0,0.0,0.0,-0.7010228839999989,9.027573223885858,127.0,100.0,18.0,6.0,56.0,-1.5841635100000104
4536,2119801,1.6311635587846822,2.27,1.6366666666666667,0.0,0.0,0.0,0.0,-0.6677154691666658,10.004275097977548,225.0,111.0,10.0,5.0,36.75,-2.829407059999994
4545,1726613,1.7102123941181349,2.2,1.798,0.0,0.0,0.0,0.0,-0.8219184183333326,6.8279675447222665,139.0,211.0,1.0,1.0,42.44444274902344,0.7013885999999729
4573,678211,1.7559128966255355,2.8200000000000003,1.8142857142857145,8.0,1.0,1.0,0.0,-0.9479872649999984,17.03764111781878,11.0,112.0,9.0,2.0,74.5,-1.3314194000000723
4595,2382233,2.33802100750619,2.5975,2.38,2.0,1.0,1.0,0.9563,-0.7596125728365403,5.884793343071307,10.0,120.0,16.0,4.0,43.33333206176758,-0.0608394100000282
4604,1595830,2.011429157009117,2.6133333333333333,2.02,0.0,0.0,0.0,0.0,-0.4044734900000009,10.579675981007172,225.0,210.0,10.0,3.0,42.5,-0.0617051699999819
4632,547360,1.5876871667086274,2.6133333333333333,1.63125,8.0,1.0,1.0,0.0,-0.5780822261111117,7.607091673502145,189.0,101.0,10.0,3.0,43.11111068725586,-0.5542221900000186
4636,1727016,2.042394982882489,2.518,2.053333333333333,0.0,0.0,0.0,0.0337999999999993,-0.2320442077777771,9.73524421344194,180.0,201.0,17.0,5.0,34.0,-2.037241989999984
4643,1858147,1.667891533886944,2.55,1.7,7.5,4.0,4.0,0.0,-0.3884306183333332,11.169363744635534,62.0,122.0,6.0,1.0,49.66666793823242,0.0591726100000187
4645,1727079,2.15332817868731,2.518,2.22,3.0,1.0,1.0,0.0,-1.380432412444441,6.665802005732892,160.0,98.0,17.0,5.0,35.0,-2.046713020000027
4662,1989306,1.683436922122537,2.6133333333333333,1.6942857142857144,0.0,0.0,0.0,0.0,-0.6682274303124984,7.621496057454758,223.0,211.0,10.0,3.0,29.0,-0.2801544999999805
4665,1071848,1.640593566633382,2.518,1.66,0.0,0.0,0.0,0.0,-0.409017559999998,6.132859323975391,127.0,112.0,17.0,5.0,29.799999237060547,-1.4051860399999896
4688,1203077,1.780617870291096,2.2875,1.785,7.0,1.0,1.0,0.0,-0.4925368482142842,6.559261251984459,189.0,110.0,9.0,4.0,22.33333396911621,-2.17965528000002
4692,547748,2.504477522595691,2.465,2.506666666666667,0.0,0.0,0.0,1.8091,-0.8687808752083347,2.767699068307199,187.0,192.0,18.0,6.0,35.33333206176758,-1.826136650000024
4700,1596349,1.48600134589441,2.518,1.515,8.0,1.0,1.0,0.0,-0.5270901106250006,6.424775961178766,221.0,100.0,17.0,5.0,33.0,-1.1538487899999836
4707,1858543,1.2391661060027004,2.518,1.3533333333333335,5.0,1.0,1.0,0.0,0.0056851175000005,3.070879058598734,139.0,211.0,17.0,5.0,19.75,-0.4334837200000123
4711,1072131,1.2599447436077975,2.5975,1.3655555555555556,0.0,0.0,0.0,0.0,-0.1988937726436788,4.231300114502648,129.0,211.0,16.0,4.0,31.66666603088379,-0.9005590000000154
4737,2120893,2.086339639272561,2.518,2.1666666666666665,0.0,0.0,0.0,0.0,-1.5133436854513889,4.817914898308259,10.0,210.0,17.0,5.0,33.0,-0.4331714500000316
4750,1334524,1.499218852535634,2.27,1.5066666666666668,0.0,0.0,0.0,0.0,-0.4372827699999995,6.398333140073273,139.0,102.0,10.0,5.0,27.75,-2.506109120000019
4761,941335,2.15214128611626,2.27,2.1625,0.0,0.0,0.0,0.0,-0.4300651893749982,17.705133131759496,127.0,111.0,10.0,5.0,66.25,-2.2472163700000465
4763,1858849,1.4405274289927403,2.6133333333333333,1.465,0.0,0.0,0.0,0.0,-0.2635156550000062,12.646693021282442,221.0,111.0,10.0,3.0,66.5,-0.2686864899999932
4777,810399,1.3975332796862083,2.8200000000000003,1.505,4.0,2.0,2.0,0.1125999999999995,-0.8654093076587301,5.369184930181552,194.0,101.0,9.0,2.0,33.33333206176758,-1.5894069400000037
4792,2383350,1.441024931992176,2.8200000000000003,1.5422222222222222,4.0,2.0,2.0,0.0,-0.8173132265476172,4.872279331606139,194.0,201.0,9.0,2.0,27.33333396911621,-1.444207390000031
4793,2121209,1.789845576987069,2.518,1.8139130434782609,2.0,1.0,1.0,0.0,-0.8065616792857132,5.349804865062312,194.0,201.0,17.0,5.0,22.14285659790039,-0.9298978499999748
4800,1334792,2.0866271276507584,2.2,2.135,3.0,1.0,1.0,0.0,-1.0809969679166684,5.5734562717266485,187.0,201.0,1.0,1.0,30.5,0.1060246799999617
4819,1859155,2.073113111024677,2.465,2.0771428571428574,0.0,0.0,0.0,0.0,-0.2958831871428588,7.111712261870189,176.0,210.0,18.0,6.0,47.28571319580078,-0.7182911999999533
4825,1203858,1.4795921554635505,3.44,1.6877777777777778,6.666666666666667,3.0,3.0,0.4218000000000002,-1.052059000250003,4.414959864983109,221.0,221.0,8.0,1.0,30.799999237060547,-0.8615542100000084
4839,1072833,1.76077615893902,2.465,1.921428571428572,0.0,0.0,0.0,0.0,-1.7017315123214305,13.659997973733162,139.0,211.0,18.0,6.0,44.14285659790039,-4.303034880000041
4840,548547,1.793799376736217,2.6133333333333333,1.7999999999999998,0.0,0.0,0.0,0.0,-0.3502949727777794,4.469207039343925,3.0,100.0,10.0,3.0,17.0,-0.0336914000000092
4842,679625,1.7685558082655235,2.465,1.821428571428572,0.0,0.0,0.0,0.0,-0.959174053095237,5.031603907772961,62.0,21.0,18.0,6.0,23.33333396911621,-2.252528540000071
4853,2121449,1.367345047480555,2.2875,1.4614285714285715,0.0,0.0,0.0,0.0759000000000003,-0.9735806969285724,3.7617496719037433,221.0,211.0,9.0,4.0,31.600000381469727,-1.974869909999996
4857,1203950,2.2,2.5975,2.2,0.0,0.0,0.0,0.0,-0.0893489718749993,9.528947686554025,186.0,201.0,16.0,4.0,23.5,-0.0415008100000591
4860,1859319,1.717697383426648,2.2875,1.8166666666666669,4.0,1.0,1.0,0.0,-0.8313379719999994,7.677812250735103,139.0,212.0,9.0,4.0,46.400001525878906,-2.0268532899999627
4861,1335036,1.6844082528617228,2.8200000000000003,1.6886486486486487,2.0,1.0,1.0,0.0,-0.2595957810000001,4.305783393569775,128.0,210.0,9.0,2.0,17.5,-1.3679801199999702
4879,679736,1.9689548415364813,2.6133333333333333,1.972222222222222,0.0,0.0,0.0,0.0,-0.4241416638690474,8.096697968420676,82.0,100.0,10.0,3.0,24.75,-0.052365629999997
4889,1597277,1.681855350662852,2.2,1.6872727272727273,8.0,2.0,2.0,0.0,-0.4593935908333343,6.534144496501257,83.0,201.0,1.0,1.0,27.39999961853028,-0.2870452500000056
4890,1466212,2.0493901531919194,2.2,2.05,1.0,1.0,1.0,0.2789000000000001,-0.1531164787500027,8.34220097130915,154.0,192.0,1.0,1.0,66.0,1.287813909999997
4894,679789,2.2881006553056333,2.5975,2.31,0.0,0.0,0.0,0.0,-0.2583767943750009,6.727428424852272,58.0,21.0,16.0,4.0,32.0,-0.779874570000004
4897,2252673,2.06145873365774,2.465,2.0700000000000003,0.0,0.0,0.0,0.0,-0.3321546925000014,10.488922226551416,221.0,111.0,18.0,6.0,37.5,-2.43181979000002
4898,679824,2.4518156537553946,2.518,2.455,0.0,0.0,0.0,0.5949,-0.727114191249997,7.165179808895744,186.0,101.0,17.0,5.0,49.0,0.4765901099999894
4903,1204161,1.9832479553749496,2.5975,1.995,4.0,1.0,1.0,0.0,-0.3382778860491058,7.082197406310816,187.0,102.0,16.0,4.0,28.0,0.2120879400000035
4938,1204339,2.1609720035206377,2.465,2.1950000000000003,0.0,0.0,0.0,1.8665,-0.7588300814062485,3.762279741461088,166.0,211.0,18.0,6.0,23.5,-1.4082718700000072
4946,1466540,1.982605462461688,2.6133333333333333,1.9863636363636363,5.0,2.0,2.0,0.0,-0.4241416638690474,8.096697968420676,82.0,111.0,10.0,3.0,24.75,-0.317001619999985
4955,1990857,2.2695814592122474,2.2,2.285,1.0,1.0,1.0,0.3769,-0.689239791406252,7.164344933185313,166.0,1.0,1.0,1.0,53.59999847412109,-0.166048939999996
4962,1073384,2.188149903457256,2.316666666666667,2.19,4.0,1.0,1.0,0.0,-0.4330251771428542,10.6370562450621,166.0,199.0,8.0,3.0,63.14285659790039,-0.5060917200000006
4965,942322,2.0841664310951726,2.8200000000000003,2.146,7.0,1.0,1.0,0.0,-1.4834336999107145,5.025391151799588,176.0,211.0,9.0,2.0,28.85714340209961,-0.697836929999994
4994,1597814,2.179908254950196,2.465,2.18,0.0,0.0,0.0,0.0,0.0591462424999917,10.88557703326927,187.0,100.0,18.0,6.0,44.0,-2.7971077299999934
4999,2122136,1.5601488893553506,3.44,1.5611111111111111,9.0,1.0,1.0,0.0,-0.1915575751885085,11.3525971440196,217.0,211.0,8.0,1.0,48.17241287231445,-0.295122699999979
5002,680352,1.6963412291807043,2.518,1.71,0.0,0.0,0.0,0.0,-0.2288540397619069,7.793635337647946,140.0,211.0,17.0,5.0,39.71428680419922,-1.4523973200000455
5008,1466811,1.9325299517685368,2.465,2.047142857142857,0.0,0.0,0.0,0.0,-1.076703728035716,5.349203864834832,156.0,102.0,18.0,6.0,32.71428680419922,-1.6995415200000252
5031,549386,2.137089465946008,2.316666666666667,2.1925,6.0,2.0,2.0,0.0,-1.321041832506511,5.426206826863643,2.0,82.0,8.0,3.0,29.8125,-1.3325143400000456
5061,549522,2.027920706921129,2.5975,2.033333333333333,6.0,1.0,1.0,0.0,-0.6923183588888896,11.344974252705876,11.0,98.0,16.0,4.0,42.0,-0.8858928400002242
5076,549563,2.0958739747599746,2.518,2.107692307692308,5.0,1.0,1.0,0.0,-0.2258298092708379,11.567134774437884,166.0,208.0,17.0,5.0,48.75,-0.9485627600000156
5078,1860301,2.0773961212416543,2.465,2.117777777777778,0.0,0.0,0.0,1.7139000000000006,-0.8057882839814828,5.387469722172845,12.0,199.0,18.0,6.0,34.22222137451172,-1.4573084900000597
5093,549634,1.9897070460956765,2.55,2.0775,3.6666666666666665,3.0,3.0,1.7042000000000006,-1.542395734166666,4.576429956168475,160.0,101.0,6.0,1.0,29.5,1.8904397099999808
5104,680785,1.899999999999996,2.5975,1.9,6.0,1.0,1.0,0.0,-0.5204181274999975,7.83363610639919,198.0,211.0,16.0,4.0,28.5,-0.6060180200000218
5127,1598378,2.2446200247370496,2.518,2.2775,0.0,0.0,0.0,1.7106,-0.7969372256875005,3.571704039881657,9.0,121.0,17.0,5.0,22.0,0.2297017600000117
5129,1860529,2.05526616912728,2.5975,2.088,0.0,0.0,0.0,0.0,-0.3561565484375014,5.689152942585251,58.0,122.0,16.0,4.0,44.0,1.36473658999995
5136,1467382,1.735882386231493,2.518,1.741818181818182,5.0,1.0,1.0,0.0,-0.2424840900000006,5.511280106531164,12.0,112.0,17.0,5.0,21.0,-0.3928702299999713
5138,1336327,2.10807969488822,2.6133333333333333,2.1100000000000003,0.0,0.0,0.0,0.0,-0.3349048793749993,11.913498514693098,36.0,210.0,10.0,3.0,64.5,0.2303906700000197
5153,1336376,2.1599999999999984,2.8200000000000003,2.16,7.0,2.0,2.0,0.0,-0.1344864291666674,8.901367219643793,71.0,11.0,9.0,2.0,37.0,-1.0737957899999628
5157,1205328,2.209044261057941,2.2,2.218421052631579,1.0,1.0,1.0,0.0,-0.0632839099166555,8.865831141627725,12.0,122.0,1.0,1.0,58.86666488647461,0.5468844899999681
5165,1860750,1.9032024207679308,2.55,1.925,6.0,1.0,1.0,0.0,-0.4459874016666667,11.869333290143157,225.0,211.0,6.0,1.0,45.5,0.7790705500000286
5166,1074320,2.2,2.316666666666667,2.2,3.0,1.0,1.0,0.0,-0.0562773043749995,10.291678052769347,225.0,111.0,8.0,3.0,23.5,-0.4836247300000025
5167,2385040,2.1455621458487464,2.27,2.1533333333333333,0.0,0.0,0.0,0.0,-0.8540045040000024,8.771641257171781,164.0,102.0,10.0,5.0,32.599998474121094,-2.813344540000003
5169,1991847,2.2232870492485417,2.55,2.254,2.0,2.0,2.0,1.8901,-0.8184159049107141,5.674642782026927,126.0,110.0,6.0,1.0,40.14285659790039,2.354534110000003
5179,2385102,1.6986920172292022,2.6133333333333333,1.8771428571428568,4.0,1.0,1.0,0.0,-0.9395294039999996,3.4268685190567663,72.0,11.0,10.0,3.0,26.600000381469727,-0.4023887199999763
5218,2254256,1.734421735883153,2.518,1.76,9.0,1.0,1.0,0.0,-0.6359912952083349,10.6434725035181,225.0,111.0,17.0,5.0,40.75,-2.099042619999977
5225,1336787,1.5119336950571889,2.2875,1.59,0.0,0.0,0.0,0.0,-0.6053367433333344,5.13455250128504,187.0,192.0,9.0,4.0,33.66666793823242,-1.851570919999972
5226,1598937,1.8570369196541567,2.55,1.864,7.0,1.0,1.0,0.2290000000000001,-0.2359729475000023,8.190457243982019,136.0,112.0,6.0,1.0,47.75,0.0186394799999902
5237,2254367,1.6152157788539805,2.465,1.63,0.0,0.0,0.0,0.0,-0.3264558400000013,8.092352672225985,139.0,211.0,18.0,6.0,46.75,-1.6608871999999906
5244,943687,2.217310308476578,3.44,2.218,1.0,1.0,1.0,0.8769999999999998,-0.0305573829166654,3.922471237224316,14.0,121.0,8.0,1.0,23.375,1.3115212600000632
5261,943780,1.9777765293379344,2.465,2.04,0.0,0.0,0.0,0.0,-0.4758517833333364,12.050321552455229,51.0,21.0,18.0,6.0,50.5,-2.576748740000028
5266,1337031,2.167045577650974,2.2,2.245,2.0,1.0,1.0,0.3979000000000003,-1.2367712330468734,5.464371229421456,11.0,100.0,1.0,1.0,35.5,0.9227960299999722
5276,943875,1.6552752198743488,2.316666666666667,1.7625,0.0,0.0,0.0,0.0,-0.8555556689999975,7.700526317250951,129.0,221.0,8.0,3.0,46.400001525878906,-0.1121353400000089
5285,1206057,2.174982705521717,2.2875,2.1750000000000003,2.0,1.0,1.0,0.0,-0.2718274400000003,8.016767209538022,12.0,98.0,9.0,4.0,36.0,-2.155606760000012
5286,681773,1.906243847068887,2.6133333333333333,1.90625,6.0,1.0,1.0,0.0,-0.523961084166667,7.57250288216039,62.0,11.0,10.0,3.0,23.33333396911621,-0.6575894199999652
5288,943925,2.3096351525388643,2.8200000000000003,2.347,3.0,1.0,1.0,2.6141,-0.6797676690376981,1.8950289463757355,16.0,111.0,9.0,2.0,15.333333015441896,-0.4270838799999978
5289,1075001,1.6333136699932764,2.2,1.65,0.0,0.0,0.0,0.0,-0.6190171383333336,7.212641187046882,65.0,122.0,1.0,1.0,34.0,0.4311642399999869
5291,550717,1.6911534525287766,2.316666666666667,1.75,10.0,1.0,1.0,0.0,-0.9101728724999988,17.5546151566152,123.0,201.0,8.0,3.0,74.5,-0.7474414600000046
5293,943955,1.5780504168990446,2.518,1.6907317073170731,2.0,1.0,1.0,0.1687000000000003,-1.0303039755,4.19255051621283,13.0,21.0,17.0,5.0,27.799999237060547,-1.2079862200000662
5307,812978,1.987291293374554,2.55,2.020833333333333,3.0,3.0,3.0,0.0,-0.4183272602380989,8.93506924309377,166.0,192.0,6.0,1.0,39.71428680419922,1.4840220299999487
5319,1992690,1.6955497078333164,3.44,1.72,8.0,2.0,2.0,0.0,-0.1783813011764704,11.853713172349352,64.0,100.0,8.0,1.0,46.70588302612305,-0.6133231400000341
5322,1206277,1.483239697419133,2.6133333333333333,1.6,3.0,1.0,1.0,3.0275,-0.6668815449999995,1.9607432942337688,62.0,101.0,10.0,3.0,7.333333492279053,-0.7957726199999797
5329,1730580,1.532557703021181,2.5975,1.5385714285714285,9.5,2.0,2.0,0.0,-0.3164149067777752,5.37731756293942,38.0,110.0,16.0,4.0,25.33333396911621,-2.8097847500000626
5331,2385945,1.7799999999999985,2.316666666666667,1.78,0.0,0.0,0.0,0.0,-0.1557558899999982,6.076408008858428,221.0,100.0,8.0,3.0,39.5,0.1528614800000127
5366,682201,2.0152596747663853,2.518,2.01875,0.0,0.0,0.0,0.0,-0.1046237313541667,8.468887181838497,187.0,201.0,17.0,5.0,34.5,-1.1335741099999836
5389,2124073,2.23801092063486,2.6133333333333333,2.2384615384615385,0.0,0.0,0.0,0.0,-0.772794606632654,8.556999874905873,62.0,212.0,10.0,3.0,32.14285659790039,-0.2784979600000952
5415,1993114,0.9300000000000008,2.2875,0.93,2.0,1.0,1.0,0.0,0.02365727875,1.0169357162248764,223.0,100.0,9.0,4.0,11.0,-1.7464677199999985
5427,944606,1.4023256546750733,2.2,1.484615384615385,0.0,0.0,0.0,0.0,-0.1065764008333317,5.825024909252224,139.0,201.0,1.0,1.0,46.59999847412109,0.5562919999999849
5433,2255364,1.6184837988969372,2.27,1.856,0.0,0.0,0.0,1.7116000000000002,-0.9068824016145832,6.062449862166906,63.0,111.0,10.0,5.0,50.0,-2.227169340000003
5437,1731095,1.2607480963378497,2.5975,1.3636842105263158,1.0,1.0,1.0,0.8393999999999999,-0.5676883115996164,3.9603399038640994,14.0,101.0,16.0,4.0,25.11111068725586,0.2423505499999692
5438,551454,1.905255888325764,2.6133333333333333,1.925,0.0,0.0,0.0,0.0,-0.3188955112499991,10.92712574660613,194.0,100.0,10.0,3.0,42.0,0.2807683999999995
5439,1337886,2.0613541870860046,2.5975,2.1138235294117647,4.0,1.0,1.0,0.0,-1.1953537324444454,4.771915588834099,143.0,192.0,16.0,4.0,21.0,-0.9126342499999964
5443,551459,2.39003593138921,2.5975,2.398,0.0,0.0,0.0,2.5427,-0.1725349673296961,2.0960482576724857,11.0,112.0,16.0,4.0,15.55555534362793,-0.2258087299999829
5455,1600077,1.632446377254695,2.465,1.6842857142857144,0.0,0.0,0.0,0.0,-0.3647284957857067,2.837524169952091,164.0,101.0,18.0,6.0,13.199999809265137,-1.8799092699999849
5461,1993334,2.340204240463178,2.316666666666667,2.372,3.0,2.0,2.0,0.0,-0.7531734615624982,2.86649553930821,12.0,112.0,8.0,3.0,30.66666603088379,-0.8331082500000093
5492,2255638,2.272181622649579,2.5975,2.28375,4.0,1.0,1.0,0.2379999999999995,-0.5734786632812495,10.17319295238303,198.0,110.0,16.0,4.0,54.0,-0.4082275500000207
5528,1338304,2.108182959246557,2.27,2.1103703703703705,0.0,0.0,0.0,0.0,-0.4517706470370363,7.694452551223604,156.0,221.0,10.0,5.0,65.66666412353516,-2.790782269999994
5532,945105,1.194472152795264,2.27,1.332,0.0,0.0,0.0,0.2131999999999998,-1.0100329010416689,3.201297784181708,189.0,192.0,10.0,5.0,35.5,-2.2787237999999945
5538,2255854,1.6725847759394985,2.5975,1.6810526315789474,5.0,1.0,1.0,0.0,-0.3072993389612037,7.533300033413392,198.0,211.0,16.0,4.0,23.39999961853028,-0.4816578699999354
5541,1862642,1.737103561883187,2.2875,1.74,7.0,1.0,1.0,0.0,-0.351950454999999,7.976664600570443,139.0,211.0,9.0,4.0,33.5,-2.2094644399999765
5551,2386955,2.2783764109876987,2.465,2.2885714285714287,0.0,0.0,0.0,0.0,-0.0909041433333375,8.860250640162779,28.0,100.0,18.0,6.0,61.0,-1.560753720000008
5570,1469542,1.676177959481975,2.465,1.8558620689655168,0.0,0.0,0.0,0.0,-0.3183586432758621,9.882122660045876,62.0,221.0,18.0,6.0,59.0,-1.9101269100000309
5587,1338611,1.4487899406290006,2.2875,1.478,1.0,1.0,1.0,0.0,-0.2850754433333324,3.1232647079203653,74.0,110.0,9.0,4.0,21.33333396911621,-2.8176770600000225
5590,945402,1.694782583686995,3.44,1.6980000000000002,7.0,1.0,1.0,0.0,-0.4178372105555563,8.21440906822583,193.0,111.0,8.0,1.0,36.55555725097656,-0.80202515000002
5619,1076639,1.584598422326016,2.518,1.585,0.0,0.0,0.0,0.0,-0.3176246139655188,5.603132837461857,225.0,100.0,17.0,5.0,21.5,-2.4575279299999693
5620,1600929,2.2128362539147286,2.316666666666667,2.2133333333333334,4.5,2.0,2.0,0.2625000000000002,-0.5725928316666659,8.009504852964664,14.0,201.0,8.0,3.0,37.0,-1.4360256300000174
5639,2256392,2.244757997720189,2.465,2.2676470588235293,0.0,0.0,0.0,0.0,-0.329132801197917,7.241909815561373,160.0,212.0,18.0,6.0,31.0,-0.9704049200000212
5653,2256448,2.2369164503717283,2.6133333333333333,2.2373684210526315,0.0,0.0,0.0,0.0,-0.772794606632654,8.556999874905873,62.0,221.0,10.0,3.0,32.14285659790039,-0.3171343300000444
5670,1994378,1.2971746067246137,2.27,1.41125,0.0,0.0,0.0,0.0,-1.2492793440625007,4.307821284225516,193.0,102.0,10.0,5.0,36.125,-2.7851937700000065
5701,552757,1.412138058834729,2.316666666666667,1.4275,8.666666666666666,3.0,3.0,0.0,-0.2777795812500088,12.37535507494231,139.0,111.0,8.0,3.0,61.75,-1.872732289999988
5704,290632,1.7950153407402678,2.2,1.8375,6.0,1.0,1.0,0.0,-0.7433310700000018,16.955491752528072,225.0,211.0,1.0,1.0,64.0,-0.6619199500000263
5725,946043,1.5968719422671307,2.8200000000000003,1.775,1.0,1.0,1.0,2.0728000000000004,-2.315957819531251,3.771646029600367,225.0,100.0,9.0,2.0,27.0,1.6023823000000164
5739,552889,1.818687656332613,2.5975,1.8275,0.0,0.0,0.0,0.0,-0.4998818170833337,8.094581150251047,225.0,100.0,16.0,4.0,27.0,0.452833299999952
5753,684045,1.797700138665731,2.518,1.81,0.0,0.0,0.0,0.0,-0.8758192815476183,7.858095019731967,62.0,120.0,17.0,5.0,27.33333396911621,-2.362234459999968
